reading_id,sensor_id,sensor_code,sensor_type,datetime,value,raw_value,alert_level,data_quality_score,rate_of_change,noise_level,temperature_c,transmission_mode
10897,218,SNS0218,Inclinometer,2022-05-12 23:25:43,74.219,70.58,Critical,0.829,0.22,0.006,-35.2,4G
10898,181,SNS0181,Seismograph,2024-04-17 03:21:47,11.084,10.958,Normal,0.888,0.41,0.258,-27.8,WiFi
10899,259,SNS0259,Rain Gauge,2024-07-11 14:07:03,99.714,99.69,Critical,0.975,2.62,1.021,-25.3,WiFi
10900,244,SNS0244,Inclinometer,2023-07-02 00:42:06,86.506,83.341,Normal,0.854,2.91,1.217,63.8,LoRa
10901,22,SNS0022,Piezometer,2018-04-25 21:36:35,8.781,8.431,Critical,0.885,0.28,0.594,33.2,LoRa
10902,166,SNS0166,Inclinometer,2022-03-03 19:51:01,33.683,33.704,Critical,0.89,2.04,1.122,37.7,Manual
10903,32,SNS0032,Extensometer,2022-02-05 02:29:31,21.795,20.916,Fault,0.908,2.35,1.155,36.6,4G
10904,135,SNS0135,Inclinometer,2023-02-26 19:06:39,62.815,60.254,Warning,0.818,0.16,0.731,16.8,4G
10905,260,SNS0260,Piezometer,2021-06-22 03:36:25,5.42,5.536,Critical,0.921,3.75,0.273,53.9,4G
10906,191,SNS0191,Crack Gauge,2019-06-17 19:55:14,66.711,67.182,Critical,0.802,3.37,0.836,-20.3,Satellite
10907,52,SNS0052,Tiltmeter,2019-06-25 20:54:44,37.251,36.577,Fault,0.957,0.36,1.885,33.8,Satellite
10908,14,SNS0014,Tiltmeter,2021-02-06 02:42:08,97.333,95.614,Fault,0.938,3.84,1.564,75.2,WiFi
10909,104,SNS0104,GNSS,2022-04-07 07:12:42,14.461,14.855,Fault,0.907,2.29,0.971,9.1,Manual
10910,98,SNS0098,Rain Gauge,2022-04-29 13:44:57,1.552,1.591,Critical,0.913,3.92,0.835,48.9,Satellite
10911,104,SNS0104,GNSS,2021-07-25 01:26:58,45.787,48.028,Critical,0.923,4.08,0.535,-16.8,Satellite
10912,295,SNS0295,Soil Moisture,2020-02-16 03:51:34,2.228,2.227,Critical,0.819,4.12,1.121,25.8,LoRa
10913,282,SNS0282,Extensometer,2019-10-15 04:21:12,10.663,10.601,Normal,0.877,3.51,1.473,73.8,Manual
10914,157,SNS0157,Accelerometer,2020-10-05 17:57:39,80.076,78.989,Fault,0.841,4.12,1.845,42.8,Satellite
10915,264,SNS0264,Rain Gauge,2021-12-08 08:53:49,9.158,9.038,Warning,0.922,4.29,0.298,69.0,Manual
10916,135,SNS0135,Inclinometer,2023-09-11 16:49:28,42.396,43.844,Normal,0.981,1.47,1.796,62.6,LoRa
10917,29,SNS0029,Crack Gauge,2018-07-17 04:49:47,39.751,41.227,Critical,0.966,3.53,1.481,-2.0,Manual
10918,258,SNS0258,GNSS,2024-10-25 19:16:19,27.841,29.163,Warning,0.868,3.18,0.015,67.1,Manual
10919,140,SNS0140,Tiltmeter,2021-07-24 10:49:14,91.561,91.793,Fault,0.843,4.35,0.149,9.6,Satellite
10920,181,SNS0181,Seismograph,2018-05-19 21:03:46,12.285,12.557,Fault,0.885,2.19,1.625,-24.6,LoRa
10921,37,SNS0037,Tiltmeter,2024-06-26 14:59:23,90.371,89.447,Warning,0.871,1.82,1.886,35.3,Manual
10922,204,SNS0204,Inclinometer,2018-07-21 14:10:00,71.992,74.419,Critical,0.985,3.48,1.832,58.6,Satellite
10923,125,SNS0125,Crack Gauge,2018-11-05 19:44:02,35.093,35.728,Fault,0.851,4.29,0.805,-17.4,4G
10924,101,SNS0101,Tiltmeter,2023-07-25 10:58:40,30.127,30.739,Normal,0.941,1.45,0.029,65.8,LoRa
10925,80,SNS0080,Crack Gauge,2023-08-21 05:59:48,65.511,67.788,Critical,0.883,2.45,0.492,-34.9,LoRa
10926,69,SNS0069,Extensometer,2021-05-25 22:28:04,40.753,41.319,Fault,0.897,2.99,1.288,75.4,LoRa
10927,98,SNS0098,Rain Gauge,2018-11-27 19:19:16,26.06,24.832,Normal,0.919,2.67,1.945,45.0,LoRa
10928,91,SNS0091,Tiltmeter,2022-09-22 02:32:46,12.613,13.165,Normal,0.934,2.47,0.196,-29.0,4G
10929,22,SNS0022,Piezometer,2024-09-29 18:21:23,29.353,29.889,Critical,0.821,3.48,1.431,45.5,LoRa
10930,225,SNS0225,Inclinometer,2024-01-14 15:42:04,57.185,56.325,Normal,0.847,1.54,1.291,28.4,LoRa
10931,97,SNS0097,Inclinometer,2023-11-09 22:22:08,84.45,82.583,Fault,0.907,2.82,1.804,44.7,WiFi
10932,267,SNS0267,Accelerometer,2020-06-21 01:21:07,83.027,82.59,Normal,0.929,1.44,1.389,-10.2,Manual
10933,64,SNS0064,Seismograph,2024-07-01 03:41:13,97.73,99.549,Fault,0.924,0.56,1.783,39.7,LoRa
10934,170,SNS0170,Tiltmeter,2023-05-27 12:24:41,75.663,72.91,Critical,0.928,1.59,0.717,10.3,Satellite
10935,276,SNS0276,Crack Gauge,2019-05-04 01:58:29,8.985,9.417,Warning,0.949,2.79,1.645,-4.4,4G
10936,237,SNS0237,Inclinometer,2018-02-22 03:55:00,81.034,79.503,Fault,0.918,0.09,0.132,35.6,4G
10937,13,SNS0013,Inclinometer,2022-01-06 20:33:23,82.358,81.47,Warning,0.98,0.65,0.521,29.5,Satellite
10938,42,SNS0042,GNSS,2024-09-28 17:03:12,49.395,51.808,Critical,0.959,4.17,0.939,13.0,WiFi
10939,291,SNS0291,Inclinometer,2019-01-20 03:46:31,88.691,89.744,Normal,0.933,1.23,1.725,-23.6,4G
10940,269,SNS0269,Inclinometer,2022-01-26 05:38:25,36.82,35.521,Warning,0.997,0.8,0.109,61.3,Satellite
10941,152,SNS0152,Soil Moisture,2018-12-14 20:51:01,52.108,53.231,Normal,0.909,3.8,0.124,52.8,Manual
10942,225,SNS0225,Inclinometer,2019-02-14 19:21:55,95.882,97.134,Warning,0.939,1.74,0.045,39.2,WiFi
10943,215,SNS0215,Piezometer,2024-03-29 17:47:48,82.022,85.109,Critical,0.897,4.91,0.757,-15.3,WiFi
10944,128,SNS0128,Accelerometer,2018-02-09 06:20:39,72.855,72.59,Fault,0.852,0.37,1.92,77.4,WiFi
10945,147,SNS0147,Rain Gauge,2021-05-02 20:41:55,1.599,1.631,Fault,0.871,1.42,0.413,41.9,WiFi
10946,200,SNS0200,Accelerometer,2022-01-12 22:53:28,14.62,14.036,Warning,0.952,4.1,0.574,-8.7,Satellite
10947,133,SNS0133,GNSS,2020-06-05 11:30:16,27.654,28.136,Warning,0.97,1.59,1.833,-30.3,Manual
10948,107,SNS0107,Extensometer,2024-11-08 16:27:32,17.816,17.328,Warning,0.874,3.31,1.064,56.8,4G
10949,250,SNS0250,Crack Gauge,2020-09-21 16:26:24,91.072,87.576,Warning,0.999,0.64,1.863,-22.3,Satellite
10950,275,SNS0275,Tiltmeter,2018-11-10 04:17:57,46.814,46.492,Fault,0.897,3.95,1.708,8.9,WiFi
10951,117,SNS0117,GNSS,2020-06-09 14:52:41,70.678,70.276,Normal,0.966,3.44,1.362,42.7,Satellite
10952,156,SNS0156,GNSS,2022-01-28 15:17:47,61.909,61.297,Critical,0.871,4.27,0.861,73.0,Satellite
10953,11,SNS0011,Seismograph,2018-07-21 00:51:05,61.594,60.335,Fault,0.863,0.99,1.953,19.6,WiFi
10954,13,SNS0013,Inclinometer,2021-04-04 08:31:53,10.045,9.586,Fault,0.867,4.47,1.228,32.6,WiFi
10955,64,SNS0064,Seismograph,2018-02-27 15:58:15,97.372,101.54,Warning,0.915,1.7,1.292,49.6,Satellite
10956,18,SNS0018,Crack Gauge,2024-10-09 08:13:49,88.066,86.209,Critical,0.944,3.0,1.825,9.4,4G
10957,291,SNS0291,Inclinometer,2020-04-24 04:59:51,39.85,38.742,Fault,0.937,3.15,1.257,73.1,WiFi
10958,122,SNS0122,Tiltmeter,2021-11-20 02:54:18,2.624,2.649,Fault,0.9,3.43,0.503,35.9,LoRa
10959,205,SNS0205,Piezometer,2022-12-01 02:25:31,40.162,41.428,Warning,0.906,1.33,0.384,57.9,WiFi
10960,162,SNS0162,Piezometer,2022-09-25 08:47:23,38.291,37.361,Critical,0.81,0.09,0.859,-19.8,LoRa
10961,236,SNS0236,Tiltmeter,2018-12-17 14:03:47,31.656,32.16,Critical,0.867,4.88,1.343,71.2,Manual
10962,37,SNS0037,Tiltmeter,2022-12-07 14:07:57,66.435,64.786,Fault,0.835,2.92,0.101,65.8,Manual
10963,97,SNS0097,Inclinometer,2019-01-26 04:40:07,50.849,50.054,Warning,0.948,1.79,1.876,31.7,WiFi
10964,35,SNS0035,Accelerometer,2021-08-06 07:10:49,21.476,22.348,Critical,0.992,3.47,0.306,-18.6,LoRa
10965,284,SNS0284,Rain Gauge,2022-06-28 15:08:14,84.341,80.651,Warning,0.917,2.23,1.223,35.9,Manual
10966,81,SNS0081,Tiltmeter,2022-02-12 06:09:17,51.712,49.251,Warning,0.965,1.96,1.899,-0.6,Satellite
10967,229,SNS0229,Crack Gauge,2021-04-05 08:08:43,61.443,62.213,Critical,0.86,0.97,0.496,-22.9,4G
10968,285,SNS0285,Accelerometer,2023-01-13 11:02:25,23.499,22.591,Warning,0.839,0.52,1.943,26.0,4G
10969,173,SNS0173,Rain Gauge,2024-07-04 06:09:19,96.849,100.227,Fault,0.986,4.0,0.406,-2.8,4G
10970,57,SNS0057,Inclinometer,2018-11-06 16:13:23,70.461,67.19,Normal,0.902,0.5,0.256,-38.9,4G
10971,211,SNS0211,Rain Gauge,2024-06-16 14:50:07,54.7,57.173,Fault,0.96,2.84,0.044,-22.0,4G
10972,119,SNS0119,Inclinometer,2023-06-04 10:45:55,60.522,57.654,Warning,0.999,0.08,1.31,73.0,LoRa
10973,207,SNS0207,Crack Gauge,2019-09-24 18:20:07,97.605,101.327,Warning,0.964,1.06,0.82,-10.8,4G
10974,242,SNS0242,Seismograph,2019-03-26 11:44:34,8.507,8.278,Fault,0.825,3.37,0.258,-28.4,Manual
10975,222,SNS0222,Accelerometer,2021-10-17 09:30:02,77.284,76.298,Warning,0.937,2.44,1.952,8.9,WiFi
10976,287,SNS0287,Seismograph,2023-04-27 01:05:29,11.652,11.517,Fault,0.826,1.1,1.293,-21.3,LoRa
10977,9,SNS0009,Rain Gauge,2022-02-13 12:24:16,24.849,24.453,Critical,0.95,0.06,0.186,72.0,Manual
10978,265,SNS0265,Inclinometer,2022-04-02 12:00:33,52.24,54.109,Normal,0.911,0.82,1.504,9.3,LoRa
10979,155,SNS0155,Rain Gauge,2020-04-13 01:11:57,56.104,55.158,Critical,0.883,4.1,0.877,-28.4,Satellite
10980,118,SNS0118,Soil Moisture,2020-07-02 03:43:17,77.409,76.228,Warning,0.987,3.94,0.578,78.4,WiFi
10981,28,SNS0028,GNSS,2018-12-20 09:43:19,60.357,63.068,Fault,0.833,2.44,0.627,68.1,Satellite
10982,180,SNS0180,Inclinometer,2020-03-25 08:10:36,47.773,46.671,Normal,0.913,1.99,0.271,34.5,Manual
10983,53,SNS0053,Accelerometer,2021-05-07 07:31:46,0.865,0.843,Warning,0.956,0.57,1.425,6.4,LoRa
10984,193,SNS0193,Extensometer,2018-03-20 08:22:52,26.759,27.159,Critical,0.804,1.23,0.098,-30.6,WiFi
10985,277,SNS0277,Tiltmeter,2019-03-25 15:37:21,32.82,32.198,Fault,0.923,3.82,1.322,31.0,Manual
10986,278,SNS0278,GNSS,2019-11-30 01:26:47,78.813,75.01,Critical,0.808,2.04,0.205,15.2,4G
10987,130,SNS0130,Accelerometer,2018-08-04 22:25:11,5.922,5.834,Normal,0.804,1.43,0.235,-1.2,Satellite
10988,110,SNS0110,Crack Gauge,2020-08-23 11:53:37,82.282,81.286,Fault,0.892,1.54,1.691,30.9,Satellite
10989,220,SNS0220,Inclinometer,2019-12-24 14:01:49,46.209,47.43,Normal,0.934,4.02,1.556,-21.0,Manual
10990,265,SNS0265,Inclinometer,2024-08-12 16:41:17,72.59,73.276,Normal,0.888,3.88,1.202,41.3,Satellite
10991,263,SNS0263,Crack Gauge,2023-07-17 04:12:50,4.474,4.544,Normal,0.814,0.77,1.72,8.3,Satellite
10992,201,SNS0201,Soil Moisture,2022-08-26 02:15:26,28.213,27.211,Warning,0.842,3.65,1.707,33.9,Satellite
10993,274,SNS0274,Soil Moisture,2019-03-21 14:04:59,39.853,41.422,Fault,0.851,2.17,0.387,25.8,4G
10994,269,SNS0269,Inclinometer,2023-02-10 09:06:30,81.885,84.028,Fault,0.928,1.19,0.064,56.2,Manual
10995,196,SNS0196,Inclinometer,2024-07-31 04:36:55,73.36,73.697,Warning,0.846,2.01,1.817,38.5,Satellite
10996,175,SNS0175,Seismograph,2021-04-14 09:04:37,90.289,94.425,Normal,0.81,0.6,0.439,75.3,Satellite
10997,119,SNS0119,Inclinometer,2018-06-13 17:16:30,87.904,83.894,Fault,0.997,4.54,0.636,37.2,4G
10998,109,SNS0109,Piezometer,2022-02-06 15:16:27,63.29,64.097,Normal,0.908,3.47,0.598,39.2,Satellite
10999,169,SNS0169,Extensometer,2024-10-18 22:30:59,3.476,3.374,Normal,0.954,1.96,0.324,43.7,Satellite
11000,239,SNS0239,Rain Gauge,2021-10-14 03:43:00,14.127,13.902,Fault,0.912,3.44,1.85,5.6,Manual
11001,276,SNS0276,Crack Gauge,2020-01-13 07:09:36,0.117,0.122,Warning,0.81,4.47,0.303,-3.9,Manual
11002,250,SNS0250,Crack Gauge,2018-11-18 21:23:47,73.572,70.25,Fault,0.955,4.92,1.346,-1.0,Satellite
11003,89,SNS0089,GNSS,2023-08-04 15:51:13,89.041,90.73,Warning,0.848,1.37,0.378,75.0,Satellite
11004,83,SNS0083,Tiltmeter,2023-12-05 11:27:23,28.183,27.096,Critical,0.952,2.21,1.058,64.6,Manual
11005,200,SNS0200,Accelerometer,2018-01-17 01:49:54,60.129,59.534,Fault,0.819,1.29,0.013,61.7,WiFi
11006,197,SNS0197,Accelerometer,2021-05-07 08:08:02,62.619,61.452,Fault,0.891,2.13,1.246,75.5,Satellite
11007,66,SNS0066,Crack Gauge,2020-09-27 02:26:45,26.568,25.687,Fault,0.831,4.46,0.771,24.3,Manual
11008,101,SNS0101,Tiltmeter,2020-04-19 19:40:34,41.288,41.325,Warning,0.874,4.09,1.093,-25.2,LoRa
11009,127,SNS0127,Inclinometer,2023-10-24 13:27:46,6.88,6.575,Fault,0.891,0.72,1.957,31.7,Satellite
11010,191,SNS0191,Crack Gauge,2022-05-24 04:45:25,47.609,45.379,Warning,0.983,1.48,1.562,42.0,WiFi
11011,202,SNS0202,Rain Gauge,2022-04-21 08:52:13,40.658,41.001,Warning,0.83,2.28,1.327,29.0,WiFi
11012,163,SNS0163,Tiltmeter,2018-03-24 20:52:59,86.402,84.957,Warning,0.821,0.27,1.274,0.1,Manual
11013,68,SNS0068,Extensometer,2019-09-04 15:04:17,28.841,28.817,Warning,0.83,2.07,0.981,46.6,4G
11014,286,SNS0286,Soil Moisture,2021-12-17 19:37:16,96.151,98.915,Normal,0.865,4.8,0.09,25.4,4G
11015,60,SNS0060,Seismograph,2019-02-17 20:56:08,68.243,68.227,Critical,0.998,4.61,0.428,45.4,LoRa
11016,170,SNS0170,Tiltmeter,2021-01-06 20:07:10,50.754,49.163,Critical,0.856,0.81,0.557,-18.0,Satellite
11017,93,SNS0093,Seismograph,2021-03-31 16:11:23,5.455,5.626,Critical,0.967,4.92,1.894,-19.5,Satellite
11018,262,SNS0262,Seismograph,2023-02-21 18:04:05,51.189,51.899,Normal,0.802,1.76,1.729,18.5,WiFi
11019,295,SNS0295,Soil Moisture,2024-03-20 10:53:35,31.888,30.779,Fault,0.821,4.69,1.662,61.2,Manual
11020,292,SNS0292,Piezometer,2023-04-13 02:39:02,94.985,91.56,Fault,0.894,3.17,1.438,35.6,WiFi
11021,264,SNS0264,Rain Gauge,2024-02-01 20:16:49,9.328,9.517,Normal,0.914,2.12,1.377,6.1,LoRa
11022,207,SNS0207,Crack Gauge,2021-11-27 17:16:31,43.807,44.911,Critical,0.913,2.03,1.458,26.3,WiFi
11023,185,SNS0185,Extensometer,2022-06-23 20:43:25,52.34,51.051,Warning,0.854,0.58,1.579,3.0,4G
11024,248,SNS0248,Extensometer,2023-11-29 21:17:09,69.32,68.9,Normal,0.884,3.52,0.308,70.8,Satellite
11025,106,SNS0106,Seismograph,2021-02-18 18:31:59,36.108,37.296,Critical,0.899,0.47,1.573,71.3,LoRa
11026,4,SNS0004,Accelerometer,2020-10-21 21:10:45,76.145,72.818,Critical,0.903,1.11,1.2,36.6,Satellite
11027,205,SNS0205,Piezometer,2022-10-02 10:57:09,14.94,14.83,Normal,0.923,2.83,1.509,-25.8,Satellite
11028,221,SNS0221,Soil Moisture,2019-05-18 09:24:39,92.703,91.966,Critical,0.947,0.7,0.792,-15.5,LoRa
11029,166,SNS0166,Inclinometer,2021-05-16 10:51:54,44.909,43.008,Fault,0.892,1.34,1.196,54.8,LoRa
11030,2,SNS0002,Piezometer,2019-03-14 15:37:56,25.488,24.827,Fault,0.995,4.05,1.899,-13.7,WiFi
11031,44,SNS0044,Soil Moisture,2023-05-22 19:02:09,87.381,84.234,Critical,0.932,1.85,0.556,40.1,Satellite
11032,198,SNS0198,Rain Gauge,2019-06-04 06:28:15,85.395,85.251,Warning,0.804,4.46,1.915,2.4,4G
11033,158,SNS0158,Inclinometer,2023-09-06 05:11:21,74.092,74.39,Critical,0.979,2.34,0.072,59.0,WiFi
11034,3,SNS0003,Seismograph,2018-04-08 15:02:36,76.086,77.797,Critical,0.819,0.23,0.161,73.0,Satellite
11035,293,SNS0293,Tiltmeter,2024-02-06 16:03:02,16.184,16.522,Normal,0.936,3.52,1.087,0.7,WiFi
11036,165,SNS0165,Extensometer,2022-05-17 00:44:34,75.445,74.7,Critical,0.987,4.21,1.191,23.1,Satellite
11037,229,SNS0229,Crack Gauge,2018-05-11 16:45:42,44.33,46.416,Fault,0.968,4.41,0.54,12.6,Manual
11038,102,SNS0102,Crack Gauge,2020-06-04 23:34:58,75.84,78.162,Critical,0.827,3.73,1.047,78.3,4G
11039,99,SNS0099,Crack Gauge,2023-02-23 20:59:53,74.75,74.902,Critical,0.964,3.72,0.815,54.8,Manual
11040,134,SNS0134,Inclinometer,2022-08-16 10:06:36,7.881,7.898,Warning,0.934,0.14,0.452,2.7,LoRa
11041,133,SNS0133,GNSS,2018-07-21 21:37:19,43.114,41.917,Normal,0.931,3.83,1.707,54.4,Manual
11042,293,SNS0293,Tiltmeter,2018-09-25 06:05:27,23.304,23.071,Critical,0.872,4.04,1.345,-30.0,WiFi
11043,276,SNS0276,Crack Gauge,2018-12-30 00:27:38,96.771,101.535,Fault,0.911,2.19,0.874,3.9,LoRa
11044,243,SNS0243,Soil Moisture,2019-05-27 08:44:15,2.066,2.001,Warning,0.826,0.64,1.516,-39.5,LoRa
11045,264,SNS0264,Rain Gauge,2019-09-26 20:37:40,45.53,45.628,Warning,0.922,4.7,1.313,65.2,Manual
11046,23,SNS0023,Rain Gauge,2020-06-14 07:32:55,63.029,65.164,Critical,0.992,2.02,0.305,8.5,WiFi
11047,257,SNS0257,Extensometer,2024-06-19 16:59:29,62.833,59.996,Warning,0.822,3.02,1.429,75.3,WiFi
11048,129,SNS0129,Accelerometer,2020-01-09 07:27:53,43.962,43.856,Normal,0.871,2.14,0.074,-36.9,WiFi
11049,225,SNS0225,Inclinometer,2022-11-18 04:03:03,60.673,63.142,Critical,0.891,2.56,0.748,51.3,Manual
11050,249,SNS0249,Soil Moisture,2023-11-19 15:11:25,3.802,3.702,Warning,0.97,3.76,1.599,33.3,4G
11051,246,SNS0246,Inclinometer,2022-02-24 04:45:57,3.851,3.95,Fault,0.962,1.94,1.214,74.7,4G
11052,128,SNS0128,Accelerometer,2023-04-12 22:10:49,90.485,92.11,Critical,0.989,3.32,1.503,-28.7,Satellite
11053,278,SNS0278,GNSS,2024-07-13 15:43:11,69.662,68.618,Normal,0.919,4.08,1.737,31.3,Manual
11054,87,SNS0087,Accelerometer,2018-02-25 11:29:54,23.378,24.123,Normal,0.878,0.04,1.608,56.1,Manual
11055,51,SNS0051,Accelerometer,2024-02-14 09:11:00,13.15,13.789,Warning,0.926,0.96,1.35,43.7,Manual
11056,216,SNS0216,Inclinometer,2022-05-17 21:57:23,38.476,38.46,Warning,0.909,0.14,0.35,20.0,Satellite
11057,270,SNS0270,Rain Gauge,2020-06-04 11:27:36,69.931,69.326,Warning,0.973,4.47,0.068,-8.2,Manual
11058,140,SNS0140,Tiltmeter,2020-09-15 23:13:20,99.539,96.654,Warning,0.895,0.78,0.075,64.0,4G
11059,30,SNS0030,Piezometer,2019-10-24 02:37:20,52.85,55.001,Normal,0.814,0.94,0.375,38.9,4G
11060,295,SNS0295,Soil Moisture,2023-08-25 09:50:52,34.382,35.563,Normal,0.861,1.62,0.729,36.8,Manual
11061,116,SNS0116,Tiltmeter,2023-12-22 16:09:45,61.651,61.217,Normal,0.817,0.27,1.452,-23.9,4G
11062,207,SNS0207,Crack Gauge,2020-02-01 15:18:38,69.475,71.042,Fault,0.967,4.94,0.831,7.1,Manual
11063,263,SNS0263,Crack Gauge,2024-06-01 07:08:54,19.053,18.397,Fault,0.993,3.75,0.127,28.7,WiFi
11064,263,SNS0263,Crack Gauge,2018-07-16 21:02:53,64.139,61.369,Warning,0.978,3.63,1.489,46.1,WiFi
11065,273,SNS0273,Rain Gauge,2018-09-22 02:04:47,57.605,59.528,Normal,0.95,3.04,1.75,39.0,Manual
11066,46,SNS0046,Rain Gauge,2019-08-03 20:49:43,81.237,84.577,Normal,0.847,0.35,1.807,-28.4,WiFi
11067,182,SNS0182,GNSS,2019-07-08 15:12:58,80.067,76.94,Normal,0.987,3.27,1.375,-9.5,Manual
11068,120,SNS0120,Accelerometer,2018-06-24 19:14:56,17.673,18.197,Normal,0.917,1.67,1.045,-2.7,Manual
11069,138,SNS0138,Crack Gauge,2021-01-22 07:00:36,83.959,86.84,Fault,0.883,0.74,0.629,-4.1,Manual
11070,230,SNS0230,Extensometer,2019-02-21 13:19:12,97.706,96.911,Fault,0.986,4.62,0.288,36.6,LoRa
11071,214,SNS0214,Rain Gauge,2021-12-24 10:48:51,34.954,33.648,Critical,0.862,4.34,1.939,0.0,Manual
11072,18,SNS0018,Crack Gauge,2019-01-18 05:05:36,52.284,50.213,Warning,0.815,4.75,0.752,-10.2,WiFi
11073,290,SNS0290,Extensometer,2021-05-04 17:15:51,18.203,18.839,Normal,0.946,3.4,0.981,-21.4,WiFi
11074,160,SNS0160,Soil Moisture,2021-02-02 15:09:04,82.617,80.175,Fault,0.831,2.66,0.57,-19.5,Manual
11075,255,SNS0255,Accelerometer,2024-10-18 01:48:21,66.963,64.165,Critical,0.808,2.51,0.221,-34.3,LoRa
11076,233,SNS0233,GNSS,2022-01-03 22:26:17,85.071,83.551,Warning,0.902,2.5,0.047,6.0,Manual
11077,135,SNS0135,Inclinometer,2024-06-14 11:31:26,77.89,76.892,Critical,0.839,1.47,0.284,-11.4,Manual
11078,73,SNS0073,GNSS,2023-09-22 02:56:02,4.929,5.057,Fault,0.876,0.9,0.61,42.3,4G
11079,282,SNS0282,Extensometer,2019-09-05 14:53:35,61.303,58.465,Fault,0.927,1.16,1.926,-33.7,WiFi
11080,54,SNS0054,Rain Gauge,2019-12-20 22:57:05,32.643,32.474,Fault,0.928,2.69,1.641,-34.8,LoRa
11081,134,SNS0134,Inclinometer,2018-10-06 03:38:46,2.273,2.172,Warning,0.93,1.05,1.429,60.2,WiFi
11082,240,SNS0240,Extensometer,2022-06-15 23:43:08,6.829,7.026,Fault,0.916,1.2,1.622,-12.8,WiFi
11083,55,SNS0055,Piezometer,2019-04-13 17:27:37,34.266,35.306,Normal,0.938,0.7,0.942,38.2,Manual
11084,200,SNS0200,Accelerometer,2018-05-13 05:35:26,19.408,19.156,Critical,0.886,3.52,1.934,60.4,WiFi
11085,230,SNS0230,Extensometer,2023-07-10 20:00:38,9.72,9.581,Warning,0.824,3.91,0.384,72.3,Manual
11086,182,SNS0182,GNSS,2024-03-29 05:02:22,68.39,67.883,Fault,0.929,4.5,1.343,11.1,Satellite
11087,281,SNS0281,Accelerometer,2021-08-14 00:18:14,12.86,12.771,Normal,0.882,0.55,1.797,-28.2,WiFi
11088,142,SNS0142,GNSS,2022-06-25 23:43:46,3.644,3.56,Fault,0.861,2.52,1.422,17.2,Satellite
11089,184,SNS0184,Rain Gauge,2020-07-27 11:04:21,84.408,84.02,Warning,0.805,1.09,1.488,-39.3,WiFi
11090,14,SNS0014,Tiltmeter,2018-04-08 11:42:28,77.285,77.915,Warning,0.941,2.41,1.21,0.8,LoRa
11091,61,SNS0061,Crack Gauge,2021-09-28 13:48:21,98.111,99.143,Warning,0.837,0.23,1.8,71.7,Satellite
11092,206,SNS0206,Crack Gauge,2024-12-10 03:32:04,43.456,41.559,Normal,0.897,4.71,0.928,66.6,WiFi
11093,14,SNS0014,Tiltmeter,2020-04-10 23:43:41,9.218,9.05,Normal,0.897,2.05,1.537,-19.4,4G
11094,270,SNS0270,Rain Gauge,2022-11-21 13:13:59,75.268,77.011,Normal,0.975,0.94,1.753,69.5,LoRa
11095,13,SNS0013,Inclinometer,2019-03-10 13:14:43,48.465,50.587,Warning,0.943,4.51,0.307,16.1,WiFi
11096,264,SNS0264,Rain Gauge,2019-10-29 03:38:06,71.958,69.939,Fault,0.988,3.1,1.618,46.8,WiFi
11097,241,SNS0241,Inclinometer,2020-11-09 05:02:34,24.677,25.377,Fault,0.951,3.41,0.788,-10.1,4G
11098,60,SNS0060,Seismograph,2023-02-22 09:52:46,34.947,34.44,Critical,0.929,0.25,0.331,78.4,Manual
11099,258,SNS0258,GNSS,2020-09-04 13:06:18,8.005,7.879,Critical,0.89,2.2,0.2,19.8,4G
11100,34,SNS0034,Accelerometer,2024-12-23 17:07:35,12.749,12.589,Fault,0.927,3.3,0.231,-30.5,Manual
11101,89,SNS0089,GNSS,2022-09-29 17:20:56,42.908,44.96,Critical,0.903,1.36,0.253,-25.1,Manual
11102,198,SNS0198,Rain Gauge,2021-01-31 15:43:52,95.869,99.868,Critical,0.826,1.05,0.997,21.5,Manual
11103,254,SNS0254,Rain Gauge,2021-08-13 09:33:32,35.051,33.624,Normal,0.803,2.36,0.043,27.3,LoRa
11104,265,SNS0265,Inclinometer,2018-03-06 09:43:56,95.145,92.228,Critical,0.826,4.14,1.491,-14.2,WiFi
11105,17,SNS0017,Accelerometer,2018-03-16 23:13:28,82.119,83.76,Critical,0.931,3.81,0.318,-31.2,LoRa
11106,84,SNS0084,Rain Gauge,2019-12-10 15:37:38,52.908,55.16,Normal,0.828,1.85,0.327,51.9,Manual
11107,33,SNS0033,Extensometer,2024-09-14 12:51:12,74.786,73.662,Warning,0.811,4.31,1.23,-1.3,Manual
11108,234,SNS0234,GNSS,2019-04-16 12:24:16,61.551,62.199,Warning,0.978,3.87,1.83,49.6,4G
11109,197,SNS0197,Accelerometer,2023-01-19 06:01:44,63.732,61.334,Critical,0.82,1.15,1.944,9.1,LoRa
11110,176,SNS0176,Extensometer,2024-08-21 06:24:31,68.731,67.234,Fault,0.921,0.09,0.82,-3.9,Manual
11111,185,SNS0185,Extensometer,2023-07-15 14:50:47,66.429,65.365,Normal,0.801,0.29,1.459,-18.1,4G
11112,160,SNS0160,Soil Moisture,2021-09-23 05:42:44,45.261,44.508,Fault,0.965,0.81,0.797,30.5,Satellite
11113,182,SNS0182,GNSS,2023-09-05 00:31:15,65.369,67.514,Warning,0.9,3.28,1.322,-19.8,WiFi
11114,109,SNS0109,Piezometer,2021-05-15 07:30:58,91.386,91.834,Warning,0.953,2.62,0.023,-14.5,LoRa
