record_id,slope_id,district_id,datetime,stream_flow_cumec,water_table_depth_m,pore_pressure_kpa,seepage_rate_mm_day,groundwater_level_change_m,catchment_area_sq_m,runoff_coefficient,baseflow_index,stream_type,channel_gradient,infiltration_rate
1206,420,62,2019-01-06 07:20:09,1316.2,5.22,22.7,18.49,1.29,45939.0,70.0,45.12,Ephemeral,93.0,0.434
1207,269,36,2023-01-16 09:12:33,4619.7,5.32,0.4,0.02,-1.81,23029.0,29.5,59.54,Perennial,266.4,0.5
1208,220,47,2019-01-05 03:10:28,4384.4,8.47,22.6,1.77,0.22,10960.0,81.1,37.33,Perennial,369.1,0.43
1209,366,16,2020-11-21 20:20:02,240.9,8.66,93.8,9.98,2.66,16637.0,48.9,32.13,Ephemeral,11.8,0.115
1210,470,7,2023-04-26 03:48:37,904.0,4.36,31.0,19.19,6.0,12150.0,33.7,33.02,Seasonal,363.7,0.784
1211,227,37,2021-03-22 00:17:13,1564.6,9.67,43.3,5.65,6.71,34647.0,87.3,80.88,None,233.9,0.619
1212,369,35,2018-02-02 21:33:49,2286.6,5.41,38.0,14.41,-0.01,22576.0,44.8,71.5,Seasonal,81.6,0.016
1213,141,24,2019-01-06 10:40:47,3721.5,0.06,90.3,10.01,9.62,2345.0,78.1,1.0,Perennial,119.3,0.499
1214,216,25,2018-04-05 16:29:10,3222.0,5.3,3.0,17.09,5.73,34482.0,7.1,56.95,Ephemeral,272.0,0.283
1215,140,5,2022-07-04 15:10:02,3774.6,8.55,90.9,15.75,0.5,31846.0,4.3,88.65,Ephemeral,279.0,0.961
1216,9,21,2024-10-30 01:56:20,3575.8,1.82,65.6,17.5,0.35,45843.0,33.9,19.77,None,387.3,0.127
1217,415,9,2024-11-22 14:13:11,1615.4,4.56,17.1,13.34,5.46,12846.0,39.9,30.07,Ephemeral,222.9,0.136
1218,387,6,2019-04-25 00:04:50,4484.8,6.92,89.8,11.86,-1.12,21118.0,76.6,80.72,Seasonal,193.0,0.906
1219,14,37,2021-01-22 03:55:22,3772.1,4.09,53.1,17.25,1.86,6686.0,66.0,43.1,None,464.2,0.102
1220,184,38,2019-04-22 06:44:30,2837.9,2.15,36.9,2.93,3.13,37184.0,16.2,16.35,Perennial,179.4,0.393
1221,439,51,2019-06-09 06:21:25,3117.8,7.29,42.2,19.83,1.69,29200.0,9.8,88.05,None,89.2,0.212
1222,193,62,2023-01-26 10:12:38,1103.6,2.37,23.9,16.13,2.61,25846.0,41.5,24.84,Ephemeral,273.2,0.434
1223,482,6,2018-09-13 20:47:22,4379.0,2.71,68.1,11.3,5.16,32274.0,49.5,4.71,Perennial,111.6,0.048
1224,244,42,2024-10-09 20:41:53,2532.6,2.2,15.1,18.2,-0.37,36207.0,48.0,40.85,Seasonal,173.5,0.277
1225,28,54,2019-01-26 21:32:26,1220.6,5.81,87.6,1.53,1.18,33997.0,75.1,33.67,Perennial,184.8,0.658
1226,34,25,2021-12-22 13:41:04,637.3,6.12,56.7,3.58,8.35,21381.0,4.8,68.51,Perennial,1.9,0.455
1227,215,22,2020-03-13 06:08:51,261.2,2.4,49.9,7.72,-1.14,33350.0,35.5,98.95,None,91.6,0.513
1228,206,9,2019-08-23 07:13:43,105.2,5.56,98.2,17.87,5.35,12274.0,30.2,34.03,None,188.7,0.182
1229,310,38,2019-10-05 04:44:08,2208.1,6.83,92.2,16.95,1.96,40078.0,6.6,57.4,Seasonal,476.6,0.808
1230,351,12,2021-06-28 22:06:51,2431.2,0.29,88.0,18.54,9.33,25157.0,65.1,13.28,None,171.0,0.028
1231,312,23,2021-10-23 12:22:59,4794.2,6.7,91.3,2.64,6.42,19430.0,32.1,32.87,Ephemeral,98.3,0.95
1232,301,14,2024-04-10 21:07:39,3135.2,4.04,82.1,3.09,-1.45,3537.0,72.5,5.03,Ephemeral,9.4,0.93
1233,168,14,2023-06-10 12:15:01,4974.9,5.61,81.7,6.01,4.69,34779.0,65.5,79.19,Seasonal,431.7,0.863
1234,15,17,2019-01-21 02:04:37,4081.5,2.86,79.3,0.58,8.59,28809.0,58.0,59.3,None,407.2,0.15
1235,81,61,2019-04-17 10:29:53,3658.3,9.4,94.8,15.87,9.26,14430.0,22.5,5.68,Seasonal,13.0,0.958
1236,295,50,2021-09-30 19:51:27,1661.0,9.68,4.3,11.63,2.21,27975.0,82.1,24.27,None,278.1,0.321
1237,451,41,2020-10-22 04:19:46,2035.1,4.59,96.0,4.47,6.8,10964.0,71.9,91.11,Perennial,276.1,0.086
1238,152,25,2021-12-31 20:20:27,2520.7,7.49,57.6,9.16,3.13,27029.0,98.1,90.34,None,388.8,0.525
1239,98,27,2023-07-07 01:01:56,4663.6,2.76,58.4,19.38,1.12,5008.0,7.6,16.34,None,292.3,0.542
1240,166,39,2018-08-12 20:31:38,3518.1,8.49,18.0,1.21,2.53,26322.0,48.6,81.7,Seasonal,381.0,0.823
1241,90,62,2022-09-06 00:40:16,3106.9,5.69,71.1,6.55,7.25,29520.0,1.9,21.78,Seasonal,348.7,0.012
1242,181,10,2020-09-19 06:04:52,163.3,7.12,78.6,7.09,3.98,4161.0,9.1,97.65,Perennial,327.2,0.323
1243,52,54,2022-05-03 01:17:39,280.7,1.4,26.7,4.99,9.8,17348.0,14.9,96.02,Perennial,419.4,0.198
1244,243,37,2018-07-16 17:48:01,2112.3,0.76,41.2,10.34,-0.96,26921.0,37.2,44.06,Ephemeral,18.4,0.185
1245,121,57,2018-03-17 20:51:53,2182.2,4.06,66.9,5.94,0.41,3556.0,35.4,87.05,Seasonal,432.8,0.188
1246,86,16,2019-07-11 02:59:15,4098.8,1.09,40.3,3.02,4.82,49036.0,96.5,89.45,None,159.4,0.929
1247,363,8,2019-03-23 14:40:03,2151.0,3.53,60.1,8.34,7.2,35295.0,29.5,7.65,Ephemeral,45.2,0.137
1248,148,62,2023-12-27 08:10:38,1776.9,3.26,9.5,9.84,0.19,16591.0,29.3,69.23,None,420.2,0.04
1249,278,33,2024-12-06 11:55:55,143.1,9.95,2.3,11.28,5.5,38571.0,37.8,84.23,Perennial,102.7,0.326
1250,61,28,2018-01-08 11:23:22,4583.4,5.12,97.1,17.62,0.5,8302.0,3.7,6.77,None,194.6,0.303
1251,17,21,2023-03-26 18:28:09,2433.9,7.95,36.3,9.59,6.74,9766.0,59.6,84.28,Seasonal,29.1,0.419
1252,4,19,2018-07-30 10:33:38,2401.2,6.27,97.4,17.28,8.16,25820.0,26.0,28.7,Seasonal,358.5,0.108
1253,240,19,2020-01-03 10:06:10,3030.6,6.37,24.3,4.62,5.18,17010.0,32.9,36.92,Perennial,38.5,0.765
1254,458,31,2024-08-04 11:26:10,3013.8,3.42,41.6,5.87,9.72,4131.0,70.9,54.0,None,141.9,0.84
1255,400,48,2019-05-17 12:13:16,3523.4,6.24,64.9,3.05,9.89,1217.0,50.2,47.05,Ephemeral,41.2,0.619
1256,308,8,2018-01-14 03:16:21,3005.0,7.89,8.7,19.56,0.8,11833.0,15.7,76.41,Ephemeral,85.0,0.324
1257,451,41,2021-05-31 03:24:17,3439.2,7.92,68.5,11.8,6.62,33271.0,9.0,39.34,Seasonal,264.2,0.302
1258,125,58,2020-06-07 08:14:33,3106.6,5.89,14.6,6.84,4.82,41720.0,24.7,86.98,Seasonal,210.5,0.384
1259,43,55,2022-10-21 00:08:56,1072.7,6.18,85.0,4.09,5.93,38750.0,7.8,14.07,Ephemeral,370.8,0.814
1260,112,20,2023-11-14 10:06:06,1086.2,4.99,94.1,17.0,1.41,12107.0,78.8,21.41,None,85.7,0.479
1261,79,42,2023-06-06 22:19:23,3539.3,6.01,47.6,5.08,7.78,33161.0,46.8,24.93,Seasonal,350.6,0.11
1262,227,37,2020-09-08 08:30:57,2603.9,6.87,2.5,18.33,1.33,6642.0,23.0,29.17,Seasonal,213.7,0.941
1263,461,25,2022-07-05 03:25:16,2195.7,7.58,43.5,18.35,-1.45,4992.0,71.0,3.43,Ephemeral,415.2,0.242
1264,156,3,2020-09-25 04:20:21,1241.4,6.95,77.7,16.93,1.06,29423.0,11.3,81.12,Ephemeral,58.3,0.126
1265,19,30,2019-04-18 21:37:27,1016.6,0.54,57.4,14.67,-0.05,40045.0,47.3,40.99,Ephemeral,327.4,0.224
1266,318,57,2020-05-07 09:00:17,3526.7,8.17,67.4,15.78,-0.45,16849.0,99.1,70.48,Seasonal,183.3,0.646
1267,122,33,2024-08-29 18:50:23,1525.5,8.91,84.8,8.17,-0.57,14076.0,37.6,93.63,Seasonal,59.5,0.291
1268,313,39,2024-05-16 04:24:39,898.5,0.71,56.3,8.02,6.21,5571.0,54.6,16.1,None,201.3,0.745
1269,60,36,2020-12-08 06:31:45,3059.3,2.32,94.3,7.62,5.32,21312.0,80.5,87.43,None,14.6,0.168
1270,68,40,2023-03-09 00:05:22,4609.1,2.06,62.7,6.9,0.77,41516.0,52.3,74.87,Perennial,216.1,0.015
1271,413,7,2020-01-19 12:30:26,599.4,2.45,8.2,2.99,5.41,8112.0,58.9,33.74,Perennial,81.8,0.219
1272,142,53,2022-04-15 16:28:31,3857.7,5.56,47.4,13.36,2.4,5220.0,97.1,87.86,None,463.3,0.612
1273,199,1,2022-06-23 20:36:08,2683.9,9.64,82.9,15.95,-0.18,28648.0,4.7,93.46,None,200.5,0.164
1274,432,24,2019-10-20 21:59:59,46.5,1.7,11.8,11.44,2.97,32311.0,86.9,83.94,Perennial,65.7,0.668
1275,392,54,2020-02-10 01:23:08,3999.2,0.13,28.1,17.21,2.12,18977.0,57.3,21.99,Ephemeral,75.3,0.369
1276,248,28,2018-12-23 15:51:27,2006.7,2.15,20.7,15.91,4.97,203.0,83.5,29.15,Seasonal,443.7,0.521
1277,236,28,2021-09-01 01:04:41,1525.7,6.92,21.1,0.14,8.4,11234.0,26.5,59.82,Perennial,13.4,0.042
1278,231,52,2024-11-30 23:22:34,1001.5,5.9,35.6,16.67,7.01,38182.0,73.9,82.26,Perennial,141.7,0.423
1279,325,10,2020-02-18 06:16:38,4482.5,2.87,1.1,6.27,9.71,40138.0,13.3,88.17,Ephemeral,376.1,0.319
1280,93,29,2023-09-10 14:07:11,4091.1,7.57,79.4,8.7,-1.9,22585.0,80.6,20.66,None,265.0,0.971
1281,333,36,2022-06-22 11:25:23,522.1,6.42,37.8,17.29,7.07,14365.0,4.2,3.14,None,278.9,0.234
1282,464,31,2022-11-27 11:49:02,1696.7,9.36,5.6,5.68,0.8,22909.0,9.4,91.11,Perennial,357.1,0.887
1283,399,2,2022-03-25 03:29:10,4223.4,1.41,62.6,10.34,9.95,5795.0,54.2,55.95,Seasonal,450.2,0.266
1284,101,61,2024-09-05 05:03:46,3954.5,8.14,8.2,17.5,5.31,19994.0,99.2,61.84,None,15.2,0.715
1285,73,29,2018-12-11 22:24:00,557.5,2.66,86.3,8.61,4.52,42399.0,96.2,2.94,None,255.5,0.681
1286,247,49,2019-04-11 10:24:11,1753.4,6.4,80.1,5.98,2.33,41342.0,28.4,76.89,Seasonal,43.3,0.109
1287,214,18,2019-08-26 00:53:37,3104.1,1.46,71.5,11.51,8.46,5804.0,5.5,46.34,Perennial,388.7,0.28
1288,316,9,2018-02-24 23:14:29,1572.9,7.84,52.6,4.23,5.31,6239.0,29.2,48.86,Seasonal,329.9,0.449
1289,492,16,2019-10-11 06:26:01,333.0,6.58,5.4,11.57,8.2,49586.0,89.9,58.13,Perennial,275.3,0.332
1290,87,37,2022-10-30 06:59:54,4496.8,8.25,9.7,7.45,7.24,33911.0,1.6,37.33,Perennial,247.1,0.823
1291,255,6,2019-09-11 01:51:09,3653.5,1.24,39.5,12.38,6.54,19815.0,65.0,73.61,Seasonal,355.3,0.622
1292,171,46,2018-11-13 03:23:08,1963.1,3.8,16.4,0.87,0.63,20664.0,52.5,59.94,Seasonal,497.7,0.483
1293,471,58,2020-05-31 23:16:49,2289.2,5.11,4.6,3.32,-1.5,16173.0,72.8,57.36,Seasonal,159.8,0.264
1294,452,34,2022-10-28 07:38:08,2388.5,0.27,80.6,12.49,-1.36,16779.0,89.9,60.83,Seasonal,326.2,0.434
1295,141,24,2023-08-03 15:44:31,656.3,2.43,91.9,17.91,5.93,38071.0,50.6,65.79,Seasonal,368.9,0.925
1296,14,37,2019-12-03 10:22:23,4159.1,0.37,58.0,5.81,8.98,20490.0,4.2,15.44,Seasonal,439.0,0.656
1297,320,23,2024-08-03 22:57:10,3699.0,2.18,53.4,16.87,6.27,33430.0,4.2,46.7,Ephemeral,275.0,0.172
1298,226,5,2020-03-25 13:00:53,2349.5,8.66,67.5,17.15,-0.21,36309.0,29.7,39.09,Seasonal,238.1,0.954
1299,217,47,2019-01-29 05:49:18,3724.3,9.14,27.5,1.24,6.85,43069.0,80.4,98.78,None,185.2,0.557
1300,233,20,2018-06-08 18:08:42,2919.2,0.54,93.2,1.3,3.49,6295.0,44.3,20.01,Ephemeral,406.3,0.36
1301,405,16,2020-01-30 14:05:33,4163.4,1.25,53.8,7.75,5.64,43502.0,54.0,61.93,None,323.0,0.052
1302,355,23,2023-09-20 18:01:51,3114.1,8.65,13.3,15.02,9.49,30854.0,76.4,60.07,Seasonal,395.0,0.847
1303,209,48,2021-05-10 00:52:55,412.8,1.84,1.5,13.01,-1.41,5019.0,10.9,90.09,None,207.1,0.52
1304,192,15,2020-02-23 19:38:17,4857.3,7.73,18.6,15.77,6.75,8495.0,93.8,70.71,None,399.0,0.089
1305,374,13,2024-10-26 08:48:53,2223.4,6.92,1.6,14.67,1.91,25489.0,0.3,62.55,None,369.0,0.553
1306,22,26,2021-05-19 13:13:22,234.9,1.96,23.7,13.83,2.9,30700.0,11.2,91.63,Perennial,78.0,0.439
1307,343,43,2019-10-29 10:26:07,4277.3,4.26,90.0,7.56,2.56,6215.0,75.9,70.36,Ephemeral,462.7,0.632
1308,277,10,2020-05-29 23:08:04,2528.7,8.75,26.8,17.76,5.69,33836.0,58.2,22.92,Ephemeral,492.9,0.32
1309,175,3,2024-05-15 15:46:37,1096.9,6.64,1.1,10.15,4.73,36947.0,45.2,83.62,None,78.4,0.364
1310,306,45,2024-01-27 23:58:19,285.0,5.68,80.1,17.63,7.84,7778.0,58.7,81.39,Perennial,80.5,0.175
1311,6,1,2018-02-18 05:04:00,4734.3,0.96,74.8,10.0,9.21,5642.0,31.2,92.74,None,329.3,0.406
1312,431,6,2018-01-23 02:49:17,714.5,6.86,37.8,6.93,-0.01,44707.0,87.5,29.97,Seasonal,193.4,0.4
1313,419,15,2018-03-07 07:00:12,1703.1,3.65,76.5,18.42,-0.29,23203.0,52.0,61.52,None,297.6,0.314
1314,214,18,2023-03-10 15:27:21,3502.4,8.91,45.2,2.02,5.51,15865.0,69.7,62.81,Seasonal,231.7,0.31
1315,194,8,2024-02-16 16:18:26,4443.1,2.81,16.8,1.18,2.01,31471.0,4.9,61.36,Ephemeral,2.2,0.934
1316,186,38,2022-10-07 03:55:17,4974.3,8.75,70.0,17.46,-0.48,2306.0,60.3,90.3,None,493.1,0.614
1317,55,41,2023-02-19 10:32:23,3666.5,0.44,11.3,14.51,3.69,3880.0,1.1,99.99,Seasonal,396.6,0.114
1318,175,3,2024-09-10 08:59:42,1770.4,0.9,30.9,2.13,8.45,4430.0,25.1,78.23,Perennial,472.4,0.906
1319,359,40,2022-10-31 23:15:03,3307.7,8.35,10.7,7.08,6.02,42874.0,24.8,23.9,Perennial,16.4,0.299
1320,448,12,2022-12-14 09:50:10,3626.4,6.01,42.6,2.71,9.34,22624.0,56.4,26.21,Perennial,448.7,0.806
1321,387,6,2019-08-15 03:52:03,4411.7,8.44,24.0,17.49,7.78,667.0,42.2,79.01,Seasonal,443.0,0.304
1322,280,10,2021-09-07 15:25:32,4353.8,1.41,55.2,16.42,9.72,45385.0,60.9,43.93,None,132.7,0.606
1323,431,6,2022-10-06 16:48:31,2828.9,2.67,82.7,8.17,3.05,45648.0,44.8,71.46,None,195.5,0.88
1324,166,39,2023-10-02 04:42:01,4773.6,3.83,55.1,18.58,6.94,28769.0,23.6,81.99,Seasonal,193.2,0.27
1325,400,48,2022-08-12 22:36:45,627.5,0.91,20.0,17.99,7.71,46834.0,73.4,92.69,Ephemeral,152.3,0.104
1326,161,24,2023-08-25 16:38:59,4502.3,5.77,5.7,15.04,5.31,7951.0,19.1,98.06,None,158.8,0.218
1327,110,13,2021-07-13 05:38:15,2211.3,6.8,69.6,19.25,7.48,27186.0,93.9,83.24,Perennial,484.5,0.66
1328,7,33,2023-08-10 04:00:50,2655.4,5.24,6.4,11.41,7.15,40652.0,20.8,42.47,Seasonal,493.0,0.552
1329,174,33,2024-01-30 20:27:39,1356.1,3.65,94.8,2.98,9.04,15083.0,91.9,15.91,Perennial,174.1,0.678
1330,133,25,2018-10-01 03:53:48,4976.5,3.0,88.0,6.9,6.63,29041.0,39.1,3.71,Perennial,460.1,0.681
1331,68,40,2020-06-02 10:58:32,6.4,1.17,52.7,6.04,4.12,26829.0,14.5,47.17,Perennial,76.8,0.286
1332,180,62,2023-02-20 05:29:19,2644.4,8.63,56.4,11.0,9.47,27317.0,65.9,38.12,Seasonal,422.3,0.225
1333,441,56,2019-05-17 07:54:01,3752.0,6.52,58.1,8.56,2.27,14939.0,60.1,94.75,None,164.1,0.157
1334,431,6,2024-08-06 11:05:46,1802.0,7.64,9.8,16.89,4.65,38106.0,68.5,71.1,Seasonal,318.6,0.725
1335,9,21,2024-09-13 19:00:03,42.4,2.01,6.7,13.25,4.51,36126.0,75.1,0.66,None,244.2,0.676
1336,33,36,2019-12-20 10:45:07,4902.5,8.47,29.4,6.63,7.92,16096.0,61.1,89.2,None,83.8,0.047
1337,370,41,2018-09-06 20:17:45,4145.8,5.11,18.7,6.02,5.94,35076.0,41.9,76.35,Ephemeral,250.0,0.04
1338,351,12,2020-03-26 10:40:57,4534.7,3.86,59.5,8.94,0.23,13838.0,75.5,51.4,Seasonal,93.0,0.139
1339,73,29,2022-07-09 21:06:36,3866.5,6.09,15.2,15.59,1.0,37129.0,61.4,32.57,Ephemeral,486.8,0.173
1340,326,3,2020-09-03 03:14:31,2476.2,8.53,8.4,19.88,2.11,11424.0,87.1,10.06,Ephemeral,50.6,0.867
1341,275,43,2020-01-04 14:12:53,3120.8,2.15,90.8,16.85,3.6,30508.0,32.9,87.25,Perennial,169.1,0.39
1342,498,11,2018-03-25 10:52:34,3708.1,9.55,53.3,19.51,4.84,44373.0,73.9,2.82,Seasonal,262.1,0.802
1343,439,51,2023-06-11 11:13:46,809.7,8.18,95.9,8.82,7.35,6980.0,89.3,11.65,Seasonal,396.1,0.353
1344,380,28,2021-07-24 13:08:44,301.0,4.46,15.9,13.65,6.04,33344.0,29.5,18.09,None,498.0,0.204
1345,403,60,2018-09-19 12:25:57,1485.8,9.83,50.4,13.95,0.94,5529.0,86.3,40.9,Perennial,179.8,0.827
1346,287,12,2018-08-28 08:05:11,3627.5,7.1,62.3,6.56,7.56,44577.0,83.5,12.97,Ephemeral,131.6,0.074
1347,191,18,2024-09-14 02:20:51,1209.5,3.66,79.1,11.97,3.73,8677.0,69.4,98.08,Ephemeral,187.3,0.069
1348,277,10,2022-05-16 13:31:31,1433.6,6.2,29.8,5.06,8.88,31855.0,47.3,98.89,Seasonal,113.1,0.559
1349,404,11,2022-11-05 02:22:04,2519.3,4.73,87.9,18.38,0.6,45669.0,13.4,84.82,Perennial,189.2,0.411
1350,361,43,2023-10-18 21:00:22,1764.5,8.82,83.9,0.11,8.25,49524.0,56.8,91.0,Seasonal,478.7,0.451
1351,403,60,2020-01-12 19:13:28,3819.8,0.94,35.1,13.74,0.87,2237.0,35.5,63.51,Perennial,133.4,0.977
1352,434,13,2020-03-11 21:21:43,4710.3,3.36,40.1,10.51,1.99,28483.0,88.9,87.48,Ephemeral,308.7,0.379
1353,100,35,2019-06-06 12:32:15,4222.9,4.38,10.3,16.07,0.37,11230.0,98.5,25.49,Seasonal,115.1,0.811
1354,66,37,2021-04-04 06:59:07,1695.6,9.98,92.1,10.3,-1.94,30310.0,66.4,29.06,Perennial,325.1,0.587
1355,473,11,2023-11-06 15:30:52,174.5,6.92,60.9,0.08,6.23,23197.0,47.5,10.94,Perennial,462.8,0.856
1356,283,10,2020-09-14 19:22:58,3819.2,4.73,47.5,8.55,0.17,22194.0,21.1,13.8,Ephemeral,438.8,0.38
1357,82,20,2024-03-15 13:56:50,2545.0,4.67,45.1,19.82,6.39,31873.0,29.9,92.74,Ephemeral,391.1,0.873
1358,358,52,2023-12-27 12:26:44,894.6,1.66,62.9,2.66,2.88,37510.0,42.6,89.44,Perennial,236.4,0.747
1359,249,34,2020-07-28 19:48:26,3894.6,5.26,20.9,13.15,3.57,4176.0,1.7,87.23,Perennial,117.2,0.074
1360,372,26,2018-08-10 00:55:21,1919.2,3.37,64.1,0.64,0.07,23717.0,17.3,77.73,Seasonal,229.1,0.67
1361,297,55,2022-08-29 18:12:54,4350.7,2.92,59.8,18.49,9.92,18216.0,1.8,8.14,None,156.0,0.804
1362,53,12,2019-07-17 06:51:26,2042.0,0.59,78.1,14.43,6.19,35227.0,43.3,34.3,Seasonal,145.4,0.581
1363,90,62,2018-04-26 14:09:32,2965.0,6.28,50.4,15.02,9.13,8469.0,82.0,25.44,Ephemeral,281.5,0.13
1364,451,41,2023-04-16 09:48:16,1017.2,8.4,45.0,15.09,7.77,18906.0,79.7,18.09,None,299.7,0.199
1365,85,33,2024-01-12 09:18:18,4199.6,7.0,97.9,4.0,0.56,17734.0,2.6,0.12,None,91.5,0.438
1366,265,14,2022-08-27 17:50:26,2154.2,4.45,82.4,10.58,2.35,5965.0,91.7,50.49,Seasonal,363.8,0.805
1367,252,46,2023-01-19 14:22:56,4099.4,3.81,59.5,8.26,-0.56,4184.0,60.1,57.33,None,347.3,0.744
1368,70,32,2019-04-04 22:49:13,429.0,1.41,59.1,4.85,9.59,15030.0,14.5,51.13,None,73.3,0.235
1369,496,32,2019-07-21 22:36:53,2637.8,5.04,32.2,17.36,0.05,13967.0,45.4,42.25,Ephemeral,402.0,0.131
1370,460,49,2022-10-16 21:00:53,4909.0,4.66,22.7,15.19,3.26,19807.0,84.7,31.09,Perennial,327.0,0.813
1371,335,8,2018-07-25 08:05:52,2273.6,3.6,19.3,18.48,3.6,33034.0,0.5,35.28,Seasonal,401.0,0.161
1372,335,8,2018-07-11 06:35:55,3672.0,8.42,77.0,6.97,-0.63,9061.0,79.7,69.93,Seasonal,301.5,0.875
1373,176,21,2024-08-18 21:39:47,329.7,1.94,50.9,17.67,6.09,30882.0,10.3,35.1,Ephemeral,485.0,0.861
1374,301,14,2024-03-11 21:26:03,2114.2,6.01,85.2,8.35,5.47,28845.0,90.4,29.29,Ephemeral,349.6,0.085
1375,216,25,2024-05-05 10:07:26,4833.6,8.56,55.6,5.85,5.11,44786.0,41.5,33.12,None,349.5,0.066
1376,455,18,2021-11-12 14:46:20,3268.6,5.57,7.6,3.68,7.2,30889.0,12.2,22.82,Perennial,387.4,0.881
1377,243,37,2018-03-15 23:38:12,1590.8,9.47,10.7,2.65,3.14,10253.0,6.9,36.5,Ephemeral,409.1,0.199
1378,440,51,2023-02-25 17:07:17,2073.3,0.66,40.9,19.02,3.55,29495.0,83.4,88.65,Ephemeral,32.1,0.562
1379,326,3,2018-09-16 21:40:51,2147.9,7.71,21.2,8.47,-0.08,14186.0,50.4,38.18,Perennial,314.3,0.08
1380,426,27,2024-08-05 19:53:02,2459.9,8.47,3.3,4.49,5.84,49177.0,44.7,62.64,Perennial,366.4,0.856
1381,427,53,2021-09-08 23:00:39,2687.7,4.69,84.2,4.02,2.21,36199.0,5.3,9.24,Perennial,164.6,0.608
1382,314,31,2019-11-19 09:49:30,279.8,0.37,11.2,15.83,3.77,7654.0,6.1,48.02,Seasonal,354.0,0.384
1383,310,38,2019-07-04 15:04:59,1425.8,2.65,44.9,15.35,9.02,16339.0,38.1,28.85,None,110.9,0.167
1384,186,38,2020-03-25 14:03:25,2061.7,6.38,16.4,14.43,6.44,44728.0,83.4,55.83,Seasonal,48.3,0.984
1385,465,39,2019-04-19 20:19:45,2753.4,3.36,71.0,9.98,1.6,6585.0,33.8,65.35,Perennial,467.7,0.282
1386,245,60,2024-02-28 07:50:32,3541.5,1.05,72.3,19.12,0.77,34943.0,65.9,40.98,Ephemeral,100.6,0.29
1387,465,39,2018-11-26 07:05:29,248.2,8.39,80.7,2.82,9.01,48342.0,19.6,70.38,Ephemeral,476.3,0.202
1388,406,52,2022-01-02 15:33:39,700.0,9.86,48.3,13.07,0.99,10657.0,54.7,63.85,Seasonal,477.2,0.527
1389,366,16,2023-02-27 00:37:07,3546.9,4.19,91.1,4.64,4.75,27934.0,16.5,17.62,Seasonal,101.7,0.061
1390,465,39,2020-12-12 16:59:16,632.5,9.77,15.3,5.73,1.42,3275.0,74.3,69.2,Seasonal,321.4,0.59
1391,411,33,2018-12-15 17:35:57,1291.5,5.93,97.6,6.46,1.71,21153.0,56.3,57.33,None,184.8,0.459
1392,495,40,2018-12-22 05:06:58,3274.2,3.42,54.7,18.86,0.76,40014.0,10.0,64.5,Ephemeral,341.9,0.604
1393,183,43,2022-04-22 09:03:02,4086.3,3.22,12.1,19.81,0.34,44191.0,63.0,68.8,Ephemeral,216.5,0.124
1394,487,39,2023-05-27 10:53:44,3588.5,5.9,66.0,0.73,-0.5,26410.0,100.0,50.75,Ephemeral,311.0,0.258
1395,123,54,2024-10-11 14:48:07,1771.0,2.39,11.3,1.39,7.61,30357.0,33.1,52.08,Perennial,214.3,0.457
1396,477,40,2019-11-19 02:59:51,3189.3,3.48,80.5,11.74,-0.2,16019.0,20.4,91.57,Perennial,55.3,0.658
1397,142,53,2021-04-18 02:45:20,3815.5,2.4,16.9,17.06,3.64,28176.0,16.6,91.67,Perennial,411.7,0.298
1398,422,28,2021-11-28 12:46:25,1113.3,9.7,57.7,6.2,3.92,1087.0,57.1,68.18,Seasonal,265.2,0.977
1399,470,7,2019-11-15 19:07:54,439.0,8.8,83.0,9.17,2.78,22896.0,20.4,64.67,Seasonal,39.7,0.721
1400,202,36,2022-01-02 00:17:47,249.0,2.39,90.4,1.44,9.66,4196.0,60.1,36.06,Perennial,346.2,0.784
1401,67,48,2023-03-22 23:49:38,3876.6,7.55,48.1,9.48,8.41,42884.0,91.5,16.69,Perennial,422.5,0.985
1402,90,62,2022-02-27 04:42:12,1848.9,9.91,13.9,5.08,-0.27,12462.0,71.1,48.1,Seasonal,361.8,0.82
1403,278,33,2022-10-14 21:24:22,4481.4,2.25,97.8,16.55,3.63,17571.0,98.9,38.15,Seasonal,18.7,0.217
1404,288,37,2021-08-30 17:43:45,4703.1,1.37,17.1,13.93,0.6,40882.0,57.3,41.28,None,90.6,0.477
1405,220,47,2020-06-07 20:47:23,1887.2,7.99,23.7,18.55,1.35,37496.0,39.1,72.94,Ephemeral,419.0,0.436
1406,20,55,2024-12-22 05:16:36,1271.6,1.09,32.0,14.93,2.69,27491.0,5.1,47.64,Perennial,53.6,0.836
1407,268,58,2020-11-15 14:20:20,1953.1,7.65,82.2,1.34,2.58,25575.0,62.0,29.82,Ephemeral,486.5,0.635
1408,71,21,2023-09-10 15:18:50,3585.8,2.17,35.4,3.56,5.48,5716.0,78.3,90.03,Perennial,50.4,0.283
1409,389,28,2021-12-09 12:24:04,1354.6,3.61,87.1,10.43,9.8,28425.0,98.7,30.91,None,442.0,0.04
1410,267,8,2023-09-27 04:36:03,2780.8,6.63,23.6,12.68,6.42,48439.0,30.9,67.38,Ephemeral,496.9,0.53
1411,112,20,2022-10-14 05:09:21,295.1,6.8,70.3,6.02,3.42,20060.0,42.1,68.43,None,252.7,0.571
1412,104,21,2019-10-09 13:26:48,4877.6,3.02,15.8,9.22,3.56,29416.0,83.9,8.06,Perennial,296.6,0.087
